Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
106749,1,1/5/2022 19:34,0,401,<machine-learning><classification><multiclass-classification><semi-supervised-learning>,1,0
106751,1,1/5/2022 21:31,2,35,<machine-learning><nlp><multiclass-classification><text-classification><naive-bayes-classifier>,0,
106754,1,1/5/2022 21:53,1,73,<r><statistics>,0,
106755,1,1/5/2022 22:31,1,150,<nlp>,1,
106756,1,1/5/2022 23:29,1,22,<data><bigdata><variance><binary-classification>,0,
106760,1,1/6/2022 4:05,0,127,<logistic-regression>,1,
106761,1,1/6/2022 4:16,0,29,<classification><dataset><binary-classification><twitter>,1,
106766,1,1/6/2022 11:09,6,886,<machine-learning><r><random-forest><xgboost><class-imbalance>,1,
106768,1,1/6/2022 13:54,4,42,<classification><time-series><outlier>,2,
106771,1,1/6/2022 16:16,0,35,<machine-learning><python><data><data-science-model>,1,
106774,1,1/6/2022 17:17,2,94,<logistic-regression>,1,
106775,1,1/6/2022 17:50,1,176,<neural-network><keras><tensorflow><training><early-stopping>,1,
106778,1,1/6/2022 19:10,2,108,<prediction><object-detection><anomaly-detection>,1,
106780,1,1/6/2022 21:15,1,866,<scikit-learn>,1,
106781,1,1/6/2022 21:53,0,509,<machine-learning><classification><random-forest><logistic-regression><class-imbalance>,1,
106782,1,1/6/2022 22:07,2,50,<machine-learning><mathematics>,2,
106783,1,1/6/2022 22:15,0,14,<machine-learning><deep-learning><nlp><search-engine>,0,
106785,1,1/7/2022 2:01,1,39,<machine-learning><classification><clustering><evaluation>,1,
106787,1,1/7/2022 5:19,0,56,<deep-learning><machine-learning-model><computer-vision>,1,
106798,1,1/7/2022 13:00,0,34,<random-forest><machine-learning-model><multiclass-classification><feature-extraction><linear-models>,0,
106800,1,1/7/2022 13:17,2,192,<definitions><intuition>,2,
106801,1,1/7/2022 14:10,0,371,<keras><tensorflow><convolutional-neural-network>,1,
106804,1,1/7/2022 15:51,1,135,<feature-selection><xgboost>,1,
106809,1,1/7/2022 17:07,3,6412,<python><pandas><dataframe>,3,
106818,1,1/7/2022 23:36,1,139,<cnn><convolutional-neural-network><autoencoder>,0,
106819,1,1/8/2022 1:12,1,1012,<keras><accuracy><multi-output>,1,
106820,1,1/8/2022 1:48,0,60,<machine-learning><classification><machine-learning-model><multiclass-classification>,1,
106824,1,1/8/2022 6:50,1,658,<python><dataframe><numerical>,0,
106830,1,1/8/2022 8:51,0,261,<python><scikit-learn><regression><pandas><data>,2,
106832,1,1/8/2022 9:05,0,41,<deep-learning><reinforcement-learning>,1,
106835,1,1/8/2022 12:06,1,473,<encoding>,1,
106843,1,1/8/2022 12:58,0,70,<python><deep-learning><keras><tensorflow><convolutional-neural-network>,0,
106844,1,1/8/2022 13:01,0,89,<machine-learning><feature-scaling>,1,
106847,1,1/8/2022 14:08,4,3998,<machine-learning><deep-learning><autoencoder><transformer>,1,
106852,1,1/8/2022 15:07,0,168,<tensorflow><image-classification><loss-function><accuracy>,1,
106855,1,1/8/2022 16:22,3,114,<classification><evaluation>,1,
106856,1,1/8/2022 17:06,0,81,<probability>,2,
106860,1,1/8/2022 20:45,1,24,<clustering><features>,1,
106866,1,1/9/2022 9:33,0,145,<one-hot-encoding><categorical-encoding>,2,
106874,1,1/9/2022 12:58,0,173,<cross-validation><k-nn>,3,
106879,1,1/9/2022 15:38,-1,84,<regression>,1,
106882,1,1/9/2022 16:06,0,67,<deep-learning><regression><activation-function>,2,
106885,1,1/9/2022 18:24,0,423,<machine-learning><python><random-forest><decision-trees><data-science-model>,1,
106888,1,1/9/2022 22:18,1,535,<logistic-regression><gradient-descent>,2,
106889,1,1/10/2022 2:26,3,539,<deep-learning><keras><word-embeddings><overfitting>,1,
106894,1,1/10/2022 3:54,0,142,<machine-learning><lstm>,0,
106895,1,1/10/2022 4:52,1,123,<machine-learning><self-study>,6,
106898,1,1/10/2022 6:24,0,375,<machine-learning><classification><nlp><tensorflow><bert>,2,
106903,1,1/10/2022 9:10,0,87,<reinforcement-learning><openai-gym>,0,
106905,1,1/10/2022 9:35,1,30,<machine-learning><neural-network><supervised-learning><universal-approximation-theorem>,0,
106906,1,1/10/2022 10:47,0,63,<object-detection><image-recognition><confusion-matrix>,0,
106908,1,1/10/2022 11:49,0,1110,<plotting><plotly>,1,
106916,1,1/10/2022 15:08,0,258,<deep-learning><classification><image-classification>,0,
106919,1,1/10/2022 18:49,0,124,<data-analysis>,2,
106923,1,1/10/2022 21:46,1,126,<machine-learning><deep-learning><word-embeddings><named-entity-recognition><wikipedia>,1,
106924,1,1/10/2022 23:21,0,22,<cnn><convolutional-neural-network><convolution><mlp><efficiency>,0,
106925,1,1/11/2022 1:34,0,32,<recommender-system><metric>,1,
106929,1,1/11/2022 5:05,0,8,<deep-learning>,1,
106933,1,1/11/2022 8:06,0,253,<keras><lstm><prediction><forecasting>,1,
106936,1,1/11/2022 9:18,0,36,<machine-learning><neural-network><classification><regression><data-mining>,1,
106939,1,1/11/2022 11:05,0,20,<matlab><matrix><indexing>,1,
106941,1,1/11/2022 12:45,0,182,<machine-learning><classification><machine-learning-model><multiclass-classification><multilabel-classification>,1,
106942,1,1/11/2022 13:02,0,48,<autoencoder><vae>,1,
106945,1,1/11/2022 15:00,0,254,<machine-learning><python><algorithms><anomaly-detection><outlier>,1,0
106946,1,1/11/2022 15:08,0,30,<machine-learning><neural-network><classification><regression><data-mining>,2,
106956,1,1/11/2022 18:20,0,1391,<machine-learning><nlp><bert><transformer><doc2vec>,1,
106964,1,1/12/2022 0:35,0,225,<scikit-learn><decision-trees>,1,
106965,1,1/12/2022 1:21,0,74,<rnn><sentiment-analysis><methodology>,0,
106968,1,1/12/2022 4:09,0,342,<deep-learning><keras>,1,
106970,1,1/12/2022 5:31,0,53,<python><deep-learning><reinforcement-learning><feature-engineering>,1,
106973,1,1/12/2022 6:16,0,403,<classification><scikit-learn><regression><k-nn><one-hot-encoding>,1,
106977,1,1/12/2022 9:35,0,24,<python><anomaly-detection>,0,
106981,1,1/12/2022 10:22,0,153,<classification><class-imbalance>,2,
106984,1,1/12/2022 10:42,1,12,<machine-learning><python><deep-learning>,0,
106987,1,1/12/2022 13:45,2,1183,<machine-learning><time-series><visualization><dimensionality-reduction><tsne>,1,
106989,1,1/12/2022 14:10,1,100,<decision-trees><lightgbm><gradient-boosting-decision-trees>,1,
106990,1,1/12/2022 14:13,2,49,<machine-learning><classification><variance><bias>,1,
106991,1,1/12/2022 14:23,1,39,<classification><logistic-regression><binary-classification>,1,
106996,1,1/12/2022 15:30,0,122,<scikit-learn><cross-validation><pipelines>,0,
107003,1,1/12/2022 17:53,1,40,<data-science-model><ai>,1,
107004,1,1/12/2022 19:09,1,45,<machine-learning><neural-network><cnn><image-classification>,1,
107010,1,1/12/2022 22:28,1,104,<machine-learning><time-series><audio-recognition><concept-drift><data-drift>,0,
107012,1,1/12/2022 23:27,1,1659,<python><scikit-learn><word-embeddings><word2vec><gensim>,2,
107021,1,1/13/2022 10:08,1,23,<visualization><data-analysis><graphs><tableau>,0,
107023,1,1/13/2022 10:16,2,870,<python><deep-learning><keras><image-classification>,1,
107024,1,1/13/2022 10:28,0,63,<python><pandas>,1,
107025,1,1/13/2022 10:32,1,13,<machine-learning><pattern-recognition>,0,
107030,1,1/13/2022 12:31,1,185,<data-cleaning>,1,
107031,1,1/13/2022 12:40,0,50,<python><neural-network><keras><tensorflow><audio-recognition>,0,
107037,1,1/13/2022 13:37,1,12,<accuracy><missing-data><data-imputation>,0,
107038,1,1/13/2022 13:45,1,376,<pandas><logistic-regression>,1,0
107039,1,1/13/2022 14:05,0,42,<data-mining><data><association-rules>,1,
107040,1,1/13/2022 15:41,0,42,<linear-regression><prediction><correlation>,0,
107042,1,1/13/2022 16:42,2,1086,<machine-learning><deep-learning><nlp><word-embeddings><named-entity-recognition>,1,
107043,1,1/13/2022 16:54,2,39,<pytorch><transformer><text-classification>,0,
107044,1,1/13/2022 17:37,0,21,<deep-learning><classification><cnn><predictive-modeling>,0,
107051,1,1/13/2022 21:58,1,198,<neural-network><tensorflow>,0,
107052,1,1/13/2022 22:19,1,20,<python><numpy>,0,
107055,1,1/14/2022 0:40,0,26,<machine-learning><neural-network><classification><regression><data-mining>,1,
107057,1,1/14/2022 1:02,2,655,<machine-learning><scikit-learn><svm><class-imbalance><performance>,1,
107064,1,1/14/2022 7:25,0,24,<data><prediction>,0,
107067,1,1/14/2022 9:37,0,78,<classification><cnn><svm>,0,
107068,1,1/14/2022 10:12,0,140,<machine-learning><regression><linear-regression><lasso>,1,
107073,1,1/14/2022 11:00,0,329,<python><encoding><pipelines>,1,
107076,1,1/14/2022 14:17,1,1200,<nlp><word-embeddings><bert><representation>,1,
107081,1,1/14/2022 16:17,1,40,<xgboost><feature-importances><r-squared>,1,
107087,1,1/14/2022 21:31,1,221,<machine-learning><python><scikit-learn><gaussian-process>,1,
107089,1,1/15/2022 0:26,0,17,<deep-learning><reinforcement-learning><representation><multi-output>,1,
107091,1,1/15/2022 2:30,0,21,<statistics><distribution>,0,
107092,1,1/15/2022 2:45,-1,1834,<machine-learning><deep-learning><classification><machine-learning-model><computer-vision>,1,
107093,1,1/15/2022 3:47,1,193,<deep-learning><neural-network><time-series><dataset><data-augmentation>,1,
107099,1,1/15/2022 9:13,0,33,<machine-learning><overfitting><f1score>,0,
107100,1,1/15/2022 9:15,2,85,<machine-learning><deep-learning><neural-network><classification><data-mining>,1,
107103,1,1/15/2022 11:03,0,175,<machine-learning><deep-learning><neural-network><automl><h2o>,1,
107105,1,1/15/2022 14:23,0,47,<outlier><missing-data>,1,
107107,1,1/15/2022 15:20,1,421,<statistics><normalization><hypothesis-testing><twitter><pvalue>,1,
107115,1,1/15/2022 18:28,1,64,<deep-learning><one-shot-learning><few-shot-learning>,1,
107116,1,1/15/2022 19:02,1,24,<statistics><orange><numerical>,0,
107117,1,1/15/2022 22:06,0,37,<machine-learning><model-selection><semantic-segmentation>,1,
107118,1,1/15/2022 23:29,0,81,<nlp><lstm><text-mining><text-classification><sentiment-analysis>,0,
107119,1,1/16/2022 0:12,-1,29,<normalization><distribution>,1,
107121,1,1/16/2022 6:12,1,1395,<lightgbm>,1,
107131,1,1/16/2022 15:43,4,624,<decision-trees><linear-regression><logistic-regression><feature-engineering><catboost>,1,
107134,1,1/16/2022 18:19,0,20,<classification><class-imbalance><imbalanced-data>,2,
107137,1,1/16/2022 20:22,0,146,<classification><text><word>,2,
107152,1,1/17/2022 8:11,1,85,<data-mining><data><association-rules>,3,
107157,1,1/17/2022 9:58,0,59,<data-mining><data><association-rules>,2,
107162,1,1/17/2022 12:16,1,20,<correlation><pattern-recognition>,0,
107163,1,1/17/2022 12:24,0,70,<time-series><dynamic-time-warping>,1,
107167,1,1/17/2022 16:22,0,709,<python><pandas><excel>,2,
107168,1,1/17/2022 17:14,0,19,<machine-learning><hyperparameter-tuning><version-control>,0,
107172,1,1/17/2022 19:04,0,474,<time-series><anomaly-detection><outlier>,1,0
107174,1,1/17/2022 21:04,0,152,<time-series><dataset><arima>,1,
107177,1,1/18/2022 1:55,0,39,<machine-learning><deep-learning><gan><generative-models>,1,
107181,1,1/18/2022 9:55,0,145,<regression><statistics><random-forest><forecasting>,3,
107183,1,1/18/2022 11:32,0,1414,<python><scipy><chi-square-test><pvalue>,3,
107188,1,1/18/2022 12:38,0,114,<deep-learning><image-classification><image-segmentation><semantic-segmentation>,0,
107190,1,1/18/2022 12:52,1,54,<nlp><word-embeddings><bert><tokenization>,1,
107191,1,1/18/2022 12:53,1,69,<machine-learning><python><time-series><data-science-model><finance>,0,
107195,1,1/18/2022 14:09,0,18,<sampling><uncertainty>,1,
107196,1,1/18/2022 14:17,1,15,<machine-learning><classification><nlp><scikit-learn><random-forest>,0,
107202,1,1/18/2022 16:37,2,148,<cnn><gan><generative-models><recurrent-neural-network>,1,
107208,1,1/18/2022 20:13,4,154,<machine-learning><deep-learning><reinforcement-learning><unsupervised-learning>,3,
107212,1,1/19/2022 0:12,0,444,<nlp><bert><transformer><embeddings><huggingface>,2,
107215,1,1/19/2022 6:52,1,446,<python><time-series>,1,
107216,1,1/19/2022 7:58,0,399,<image-segmentation><csv>,1,
107221,1,1/19/2022 11:01,0,66,<machine-learning><deep-learning>,1,
107222,1,1/19/2022 11:36,3,1315,<machine-learning><reinforcement-learning><markov-process>,2,
107223,1,1/19/2022 11:42,1,15,<machine-learning><learning>,1,
107224,1,1/19/2022 11:49,1,38,<deep-learning><rnn><machine-learning-model><optimization>,0,
107227,1,1/19/2022 13:23,1,27,<machine-learning>,0,
107228,1,1/19/2022 13:27,0,481,<backpropagation><bias>,1,
107244,1,1/19/2022 22:15,0,22,<scikit-learn><time-series><lstm><rnn>,1,
107247,1,1/19/2022 22:51,0,114,<scikit-learn><categorical-data><categorical-encoding><binary-classification><numerical>,1,
107249,1,1/19/2022 23:36,0,18,<machine-learning><neural-network><convolutional-neural-network><activation-function>,0,
107250,1,1/20/2022 1:24,1,196,<machine-learning><classification><encoding><one-hot-encoding><categorical-encoding>,1,
107252,1,1/20/2022 5:33,0,104,<clustering><word-embeddings><cosine-distance>,0,
107257,1,1/20/2022 6:36,1,760,<python><pandas>,1,
107258,1,1/20/2022 6:36,1,313,<svm>,1,
107260,1,1/20/2022 7:26,0,19,<machine-learning><deep-learning>,1,
107264,1,1/20/2022 8:29,1,28,<neural-network><nlp><reinforcement-learning>,0,
107265,1,1/20/2022 8:49,0,17,<machine-learning><deep-learning>,1,
107266,1,1/20/2022 9:32,2,414,<topic-model><lda>,2,
107268,1,1/20/2022 11:42,0,46,<cnn><optimization>,1,
107269,1,1/20/2022 12:31,0,408,<visualization><plotly><histogram>,1,
107271,1,1/20/2022 13:40,0,159,<deep-learning><neural-network><keras><lstm>,1,
107272,1,1/20/2022 13:41,0,264,<normalization><gan><image-preprocessing>,0,
107276,1,1/20/2022 14:56,0,53,<machine-learning><deep-learning><neural-network><classification><feature-selection>,1,
107278,1,1/20/2022 15:14,6,2645,<machine-learning><feature-selection><feature-engineering><preprocessing>,4,
107283,1,1/20/2022 17:07,0,27,<regression><categorical-data><imbalanced-learn><numerical><imbalanced-data>,1,
107289,1,1/20/2022 21:22,0,50,<predictive-modeling><rnn><loss-function>,1,
107291,1,1/20/2022 22:10,1,335,<classification><class-imbalance><smote><imbalanced-data>,2,
107293,1,1/21/2022 0:28,1,167,<machine-learning><classification><machine-learning-model><text-classification>,1,
107297,1,1/21/2022 0:56,0,2929,<python><pandas><data-imputation>,2,
107298,1,1/21/2022 3:10,1,26,<python><data-analysis><rstudio>,1,
107309,1,1/21/2022 10:23,0,23,<visualization><data-analysis><geospatial><tableau>,1,
107316,1,1/21/2022 15:20,1,29,<jupyter>,0,
107317,1,1/21/2022 15:23,0,133,<python><time-series>,1,
107319,1,1/21/2022 16:19,0,70,<machine-learning><classification><regression><recommender-system><scoring>,1,
107321,1,1/21/2022 19:13,0,17,<machine-learning><python><pyspark>,1,
107323,1,1/21/2022 20:30,0,460,<python>,1,
107326,1,1/21/2022 21:18,0,30,<neural-network><generalization>,1,
107327,1,1/21/2022 21:22,2,168,<python><deep-learning><neural-network><data><validation>,3,
107328,1,1/21/2022 21:42,1,38,<machine-learning>,1,
107335,1,1/22/2022 0:51,0,25,<machine-learning><r>,1,
107340,1,1/22/2022 2:10,0,40,<python><neural-network><keras><tensorflow><kaggle>,1,
107349,1,1/22/2022 6:00,0,598,<deep-learning><tensorflow>,1,
107357,1,1/22/2022 12:50,0,1756,<machine-learning><python><keras><tensorflow><numpy>,1,
107359,1,1/22/2022 14:34,1,50,<dynamic-time-warping>,1,
107363,1,1/22/2022 20:31,1,48,<reinforcement-learning><markov-process>,0,
107364,1,1/22/2022 22:41,1,26,<tableau>,2,
107366,1,1/22/2022 23:30,3,1048,<pytorch><optimization>,1,
107369,1,1/23/2022 0:41,0,499,<python><deep-learning><dataset><numpy>,1,
107370,1,1/23/2022 1:37,3,151,<python><pandas><data>,1,
107375,1,1/23/2022 11:15,2,213,<statistics><distance><hypothesis-testing>,2,
107379,1,1/23/2022 13:47,4,297,<statistics><linear-regression>,1,
107384,1,1/23/2022 16:04,1,37,<machine-learning><unsupervised-learning><supervised-learning><labels>,1,
107389,1,1/23/2022 17:34,0,622,<python><data-cleaning><preprocessing><outlier><reference-request>,3,
107391,1,1/23/2022 19:59,0,1581,<keras><tensorflow><normalization><image-preprocessing><opencv>,0,
107392,1,1/23/2022 20:19,0,82,<data-analysis><variance><hypothesis-testing>,2,
107393,1,1/23/2022 20:22,0,25,<machine-learning><dataset><data-cleaning><visualization>,0,
107400,1,1/24/2022 0:52,1,123,<machine-learning><feature-selection><data-cleaning><preprocessing><correlation>,1,
107402,1,1/24/2022 2:23,0,22,<data-mining><cross-validation><variance>,1,
107412,1,1/24/2022 11:20,1,29,<python><nlp><lstm><bert><chatbot>,0,
107414,1,1/24/2022 12:18,0,1737,<dplyr>,0,
107419,1,1/24/2022 14:58,0,33,<python><nlp><dataset><feature-selection><feature-extraction>,0,
107422,1,1/24/2022 16:01,1,34,<time-series><forecasting>,1,
107423,1,1/24/2022 16:25,1,23,<machine-learning><deep-learning><classification><nlp><word2vec>,1,
107431,1,1/24/2022 18:29,0,25,<time-series><correlation>,0,
107433,1,1/25/2022 0:46,0,32,<machine-learning><predictive-modeling><recommender-system>,1,
107439,1,1/25/2022 8:04,1,96,<bigdata><dimensionality-reduction>,2,
107442,1,1/25/2022 9:01,0,32,<data-cleaning><categorical-data><encoding><categorical-encoding>,1,
107446,1,1/25/2022 11:22,0,36,<reinforcement-learning>,1,
107451,1,1/25/2022 13:46,0,66,<nlp><text-mining><labelling>,0,
107452,1,1/25/2022 14:07,0,18,<machine-learning>,1,
107454,1,1/25/2022 14:43,0,23,<machine-learning><computer-vision>,1,
107460,1,1/25/2022 16:39,1,259,<python><pandas><dataframe>,1,
107462,1,1/25/2022 19:03,1,905,<neural-network><nlp><rnn><word-embeddings><embeddings>,2,
107470,1,1/26/2022 5:53,1,859,<python><machine-learning-model><encoding><one-hot-encoding>,1,
107471,1,1/26/2022 8:07,1,28,<tensorflow><flask>,1,
107475,1,1/26/2022 10:01,1,207,<keras><lstm><hyperparameter-tuning><sentiment-analysis>,1,
107476,1,1/26/2022 10:05,0,76,<machine-learning><deep-learning><neural-network><classification><decision-trees>,1,
107481,1,1/26/2022 13:57,0,79,<time-series><anomaly-detection>,1,
107483,1,1/26/2022 14:28,0,177,<python><apache-spark><pyspark>,0,
107484,1,1/26/2022 16:13,0,45,<pandas><pyspark>,0,
107493,1,1/26/2022 20:50,0,71,<python><apache-spark><pyspark>,1,
107494,1,1/26/2022 21:08,0,57,<word-embeddings><embeddings>,2,
107495,1,1/26/2022 21:10,1,62,<nlp><stanford-nlp>,1,
107497,1,1/26/2022 21:50,1,16,<machine-learning><nlp><feature-engineering><dummy-variables>,2,
107509,1,1/27/2022 8:50,0,1127,<python><lstm><rnn><text>,2,
107511,1,1/27/2022 9:56,1,76,<classification><nlp><cosine-distance>,2,
107512,1,1/27/2022 10:39,1,557,<xgboost><feature-importances>,2,
107521,1,1/27/2022 14:11,-1,107,<deep-learning><neural-network><bert>,2,
107523,1,1/27/2022 16:07,0,57,<deep-learning><tensorflow><cnn><linear-regression>,0,
107526,1,1/27/2022 18:05,1,31,<self-study>,1,
107529,1,1/27/2022 20:56,1,26,<ngrams>,1,
107532,1,1/27/2022 21:29,0,22,<python><pandas><statistics>,1,
107535,1,1/27/2022 22:06,0,1402,<machine-learning><scikit-learn><logistic-regression><data-science-model><grid-search>,2,
107537,1,1/28/2022 3:18,2,23,<scikit-learn><hyperparameter-tuning>,1,
107542,1,1/28/2022 4:33,1,16,<evaluation><distribution><notation><functions>,0,
107543,1,1/28/2022 4:50,1,51,<machine-learning><deep-learning><neural-network><data-mining><logistic-regression>,1,
107545,1,1/28/2022 5:21,1,25,<dataset><statistics>,1,
107548,1,1/28/2022 8:38,0,128,<machine-learning><linear-regression><overfitting>,2,
107549,1,1/28/2022 9:20,-1,997,<python><word2vec><sentiment-analysis><gensim><data-leakage>,2,
107550,1,1/28/2022 9:25,0,118,<machine-learning><nlp><dataset><data><openai-gpt>,1,
107553,1,1/28/2022 10:02,1,131,<machine-learning><deep-learning><neural-network><classification><data-mining>,1,
107561,1,1/28/2022 13:26,0,41,<time-series><rnn><bias>,1,
107569,1,1/28/2022 16:18,0,43,<machine-learning><linear-regression>,2,
107573,1,1/28/2022 16:59,0,1009,<machine-learning><time-series><feature-engineering><time>,3,
107574,1,1/28/2022 17:10,0,79,<deep-learning><classification><computer-vision><anomaly-detection><uncertainty>,1,
107580,1,1/28/2022 18:11,1,215,<python><feature-selection><random-forest><explainable-ai>,1,
107584,1,1/28/2022 19:13,0,168,<python><keras><loss-function><gradient-descent><derivation>,0,
107587,1,1/28/2022 21:18,0,58,<deep-learning><keras><nlp><transformer><language-model>,1,
107593,1,1/29/2022 10:36,1,28,<python><pandas><groupby>,1,
107603,1,1/29/2022 15:01,2,385,<classification><cnn><svm>,1,
107604,1,1/29/2022 15:14,1,33,<time-series><forecasting>,2,
107611,1,1/29/2022 18:47,0,64,<python><classification><nlp><text-classification>,1,
107622,1,1/30/2022 5:23,2,728,<python><scikit-learn><matplotlib><confusion-matrix>,1,
107624,1,1/30/2022 6:49,0,31,<neural-network><keras><tensorflow><rnn><gradient-descent>,1,
107625,1,1/30/2022 7:08,0,1159,<python><multilabel-classification><one-hot-encoding>,1,
107628,1,1/30/2022 9:50,1,167,<random-forest><weka>,2,
107630,1,1/30/2022 11:48,3,974,<machine-learning><machine-learning-model>,4,
107640,1,1/30/2022 14:57,0,79,<time-series><similarity><dynamic-time-warping>,1,
107647,1,1/30/2022 17:56,0,63,<decision-trees>,0,
107660,1,1/31/2022 3:52,0,54,<deep-learning><classification><time-series><training><f1score>,1,
107661,1,1/31/2022 4:45,0,32,<machine-learning><deep-learning><neural-network><data-mining><machine-learning-model>,2,
107663,1,1/31/2022 5:23,0,30,<classification><time-series><regression><preprocessing><forecasting>,1,
107666,1,1/31/2022 8:03,0,54,<machine-learning><nlp><clustering>,1,
107667,1,1/31/2022 8:25,0,28,<python><pandas><dataframe>,1,
107672,1,1/31/2022 9:50,1,69,<machine-learning><deep-learning><bert><text-classification>,0,
107673,1,1/31/2022 9:57,1,105,<naive-bayes-classifier><bayesian>,1,
107678,1,1/31/2022 13:24,1,15,<nlp><lstm><convolutional-neural-network>,0,
107683,1,1/31/2022 15:08,0,151,<machine-learning><image-classification><image-recognition><image-segmentation><ocr>,1,
107687,1,1/31/2022 16:18,0,192,<python><classification><scikit-learn><performance><binary-classification>,1,
107703,1,2/1/2022 0:38,0,67,<r><unsupervised-learning><anomaly-detection><outlier><isolation-forest>,1,
107704,1,2/1/2022 2:29,0,44,<scikit-learn><weka>,1,
107707,1,2/1/2022 5:00,0,415,<r><data><visualization><data-analysis>,1,
107708,1,2/1/2022 5:50,0,10,<machine-learning><deep-learning>,1,
107713,1,2/1/2022 7:29,1,43,<machine-learning><deep-learning><nlp><multiclass-classification><bert>,0,
107714,1,2/1/2022 7:50,5,6021,<machine-learning><deep-learning><neural-network><classification><machine-learning-model>,2,
